"","X.","Name","Symbol","Market.Cap","Price","Circulating.Supply","Volume..24h.","X..1h","X..24h","X..7d","url","done"
"332",332,"AEON
Aeon","AEON","$30,190,853","$1.91","15,796,970","$51,243","1.50%","-3.25%","-6.71%","https://coinmarketcap.com/currencies/aeon/historical-data/?start=20000101&end=21000101",TRUE
"333",333,"BITG
Bitcoin Green","BITG","$30,093,401","$9.93","3,031,946","$219,995","0.69%","-5.26%","99.84%","https://coinmarketcap.com/currencies/bitcoin-green/historical-data/?start=20000101&end=21000101",TRUE
"334",334,"AMP
Synereo","AMP","$30,044,410","$0.298271","100,728,564
*","$1,714,040","-0.01%","-3.21%","-1.45%","https://coinmarketcap.com/currencies/synereo/historical-data/?start=20000101&end=21000101",TRUE
"335",335,"EVX
Everex","EVX","$30,024,060","$1.82","16,500,000
*","$5,071,620","-0.65%","1.24%","5.86%","https://coinmarketcap.com/currencies/everex/historical-data/?start=20000101&end=21000101",TRUE
"336",336,"STX
Stox","STX","$29,879,849","$0.695456","42,964,399
*","$3,465,930","1.78%","44.68%","78.80%","https://coinmarketcap.com/currencies/stox/historical-data/?start=20000101&end=21000101",TRUE
"337",337,"THC
HempCoin","THC","$29,862,211","$0.129566","230,478,760","$916,640","-9.22%","-3.56%","16.49%","https://coinmarketcap.com/currencies/hempcoin/historical-data/?start=20000101&end=21000101",TRUE
"338",338,"UP
UpToken","UP","$29,506,548","$0.207840","141,967,607
*","$753,726","-3.27%","-7.67%","0.90%","https://coinmarketcap.com/currencies/uptoken/historical-data/?start=20000101&end=21000101",TRUE
"339",339,"POT
PotCoin","POT","$29,433,167","$0.133868","219,867,082","$157,708","0.72%","-1.04%","-0.35%","https://coinmarketcap.com/currencies/potcoin/historical-data/?start=20000101&end=21000101",TRUE
"340",340,"HST
Decision Token","HST","$29,278,616","$0.914214","32,025,998
*","$113,224","-1.75%","4.05%","-3.31%","https://coinmarketcap.com/currencies/decision-token/historical-data/?start=20000101&end=21000101",TRUE
"341",341,"PRO
Propy","PRO","$29,218,175","$1.67","17,460,365
*","$8,102,040","0.34%","1.04%","-2.19%","https://coinmarketcap.com/currencies/propy/historical-data/?start=20000101&end=21000101",TRUE
"342",342,"TSL
Energo","TSL","$29,085,620","$0.049973","582,029,029
*","$1,305,870","2.03%","-0.34%","4.73%","https://coinmarketcap.com/currencies/energo/historical-data/?start=20000101&end=21000101",TRUE
"343",343,"DMT
DMarket","DMT","$29,031,062","$0.578123","50,216,064
*","$417,752","0.79%","-0.71%","-2.11%","https://coinmarketcap.com/currencies/dmarket/historical-data/?start=20000101&end=21000101",TRUE
"344",344,"UNO
Unobtanium","UNO","$28,815,744","$145.10","198,598","$9,635","0.68%","-0.16%","2.85%","https://coinmarketcap.com/currencies/unobtanium/historical-data/?start=20000101&end=21000101",TRUE
"345",345,"BITB
Bean Cash","BITB","$28,738,510","$0.011524","2,493,883,000
*","$2,721,560","-2.30%","5.84%","7.95%","https://coinmarketcap.com/currencies/bean-cash/historical-data/?start=20000101&end=21000101",TRUE
"346",346,"CAPP
Cappasity","CAPP","$27,865,391","$0.067316","413,948,999
*","$130,613","0.69%","-3.03%","-14.78%","https://coinmarketcap.com/currencies/cappasity/historical-data/?start=20000101&end=21000101",TRUE
"347",347,"ODE
ODEM","ODE","$27,696,323","$0.156051","177,482,511
*","$34,008","-2.68%","-10.15%","-22.92%","https://coinmarketcap.com/currencies/odem/historical-data/?start=20000101&end=21000101",TRUE
"348",348,"MOT
Olympus Labs","MOT","$27,546,200","$0.708153","38,898,656
*","$836,691","2.94%","16.80%","64.30%","https://coinmarketcap.com/currencies/olympus-labs/historical-data/?start=20000101&end=21000101",TRUE
"349",349,"PEPECASH
Pepe Cash","PEPECASH","$27,528,873","$0.039221","701,884,009
*","$78,589","-0.01%","0.21%","-5.72%","https://coinmarketcap.com/currencies/pepe-cash/historical-data/?start=20000101&end=21000101",TRUE
"350",350,"CRW
Crown","CRW","$27,514,803","$1.50","18,298,675","$109,496","1.81%","-7.78%","-2.52%","https://coinmarketcap.com/currencies/crown/historical-data/?start=20000101&end=21000101",TRUE
"351",351,"HTML
HTMLCOIN","HTML","$27,491,867","$0.000417","65,877,343,747","$55,095","-6.24%","-10.43%","-9.33%","https://coinmarketcap.com/currencies/html-coin/historical-data/?start=20000101&end=21000101",TRUE
"352",352,"DLT
Agrello","DLT","$27,376,361","$0.318408","85,978,873
*","$1,817,420","-2.71%","-8.47%","9.97%","https://coinmarketcap.com/currencies/agrello-delta/historical-data/?start=20000101&end=21000101",TRUE
"353",353,"TRST
WeTrust","TRST","$27,298,973","$0.296253","92,147,500
*","$702,014","0.75%","3.63%","-6.72%","https://coinmarketcap.com/currencies/trust/historical-data/?start=20000101&end=21000101",TRUE
"354",354,"TFD
TE-FOOD","TFD","$27,184,776","$0.059615","456,006,399
*","$79,303","4.97%","23.23%","47.22%","https://coinmarketcap.com/currencies/te-food/historical-data/?start=20000101&end=21000101",TRUE
"355",355,"SNC
SunContract","SNC","$26,968,626","$0.225367","119,665,373
*","$3,560,850","0.66%","-5.19%","4.30%","https://coinmarketcap.com/currencies/suncontract/historical-data/?start=20000101&end=21000101",TRUE
"356",356,"SHIP
ShipChain","SHIP","$26,812,829","$0.157460","170,283,431
*","$296,705","0.68%","-5.19%","-12.82%","https://coinmarketcap.com/currencies/shipchain/historical-data/?start=20000101&end=21000101",TRUE
"357",357,"PPY
Peerplays","PPY","$26,580,099","$6.70","3,967,688
*","$1,847","0.44%","-1.79%","-2.94%","https://coinmarketcap.com/currencies/peerplays-ppy/historical-data/?start=20000101&end=21000101",TRUE
"358",358,"EKO
EchoLink","EKO","$26,569,386","$0.071268","372,810,007
*","$3,604,920","7.07%","6.29%","37.47%","https://coinmarketcap.com/currencies/echolink/historical-data/?start=20000101&end=21000101",TRUE
"359",359,"IOC
I/O Coin","IOC","$26,458,549","$1.58","16,693,512
*","$76,300","-2.35%","-7.32%","-4.78%","https://coinmarketcap.com/currencies/iocoin/historical-data/?start=20000101&end=21000101",TRUE
"360",360,"LEO
LEOcoin","LEO","$26,412,538","$0.259600","101,743,211
*","$1,123,330","-1.61%","4.14%","21.16%","https://coinmarketcap.com/currencies/leocoin/historical-data/?start=20000101&end=21000101",TRUE
"361",361,"TIX
Blocktix","TIX","$26,399,480","$0.659987","40,000,000
*","$2,180,860","-1.11%","-2.67%","-8.10%","https://coinmarketcap.com/currencies/blocktix/historical-data/?start=20000101&end=21000101",TRUE
"362",362,"PHR
Phore","PHR","$26,352,470","$2.04","12,948,471
*","$130,017","1.20%","-10.43%","-22.92%","https://coinmarketcap.com/currencies/phore/historical-data/?start=20000101&end=21000101",TRUE
"363",363,"MDA
Moeda Loyalty...","MDA","$26,293,288","$1.34","19,628,888
*","$3,284,840","1.30%","8.19%","10.44%","https://coinmarketcap.com/currencies/moeda-loyalty-points/historical-data/?start=20000101&end=21000101",TRUE
"364",364,"BLK
BlackCoin","BLK","$26,166,589","$0.340611","76,822,502
*","$159,453","0.08%","-0.78%","4.35%","https://coinmarketcap.com/currencies/blackcoin/historical-data/?start=20000101&end=21000101",TRUE
"365",365,"FOTA
Fortuna","FOTA","$26,080,276","$0.065105","400,586,067
*","$1,334,320","2.25%","1.91%","-3.25%","https://coinmarketcap.com/currencies/fortuna/historical-data/?start=20000101&end=21000101",TRUE
"366",366,"ACAT
Alphacat","ACAT","$25,787,016","$0.009241","2,790,428,084
*","$2,021,210","0.37%","-4.26%","-16.36%","https://coinmarketcap.com/currencies/alphacat/historical-data/?start=20000101&end=21000101",TRUE
"367",367,"COLX
ColossusXT","COLX","$25,755,979","$0.002371","10,863,926,416","$237,815","-0.02%","6.36%","27.43%","https://coinmarketcap.com/currencies/colossusxt/historical-data/?start=20000101&end=21000101",TRUE
"368",368,"PRA
ProChain","PRA","$25,712,956","$0.518796","49,562,749
*","$18,636,900","0.77%","-1.71%","42.35%","https://coinmarketcap.com/currencies/prochain/historical-data/?start=20000101&end=21000101",TRUE
"369",369,"MWAT
Restart Energ...","MWAT","$25,264,661","$0.060879","415,000,000
*","$253,247","-1.59%","6.14%","-15.94%","https://coinmarketcap.com/currencies/restart-energy-mwat/historical-data/?start=20000101&end=21000101",TRUE
"370",370,"DADI
DADI","DADI","$25,251,578","$0.325088","77,676,130
*","$3,404,190","-0.85%","4.86%","9.03%","https://coinmarketcap.com/currencies/dadi/historical-data/?start=20000101&end=21000101",TRUE
"371",371,"MEDIC
MedicCoin","MEDIC","$25,219,224","$0.140770","179,151,980","$7,609","0.66%","-0.30%","35.63%","https://coinmarketcap.com/currencies/mediccoin/historical-data/?start=20000101&end=21000101",TRUE
"372",372,"GRID
Grid+","GRID","$25,053,834","$0.638534","39,236,491
*","$14,994","1.00%","-4.57%","14.13%","https://coinmarketcap.com/currencies/grid/historical-data/?start=20000101&end=21000101",TRUE
"373",373,"IDH
indaHash","IDH","$24,777,171","$0.061953","399,936,259
*","$110,664","-2.81%","9.73%","37.51%","https://coinmarketcap.com/currencies/indahash/historical-data/?start=20000101&end=21000101",TRUE
"374",374,"LKK
Lykke","LKK","$24,632,484","$0.078791","312,631,877
*","$41,099","0.23%","-1.53%","27.68%","https://coinmarketcap.com/currencies/lykke/historical-data/?start=20000101&end=21000101",TRUE
"375",375,"KRM
Karma","KRM","$24,542,687","$0.013766","1,782,809,241
*","$47,451","0.80%","3.69%","18.92%","https://coinmarketcap.com/currencies/karma/historical-data/?start=20000101&end=21000101",TRUE
"376",376,"XSN
StakeNet","XSN","$24,299,386","$0.425689","57,082,486
*","$239,537","0.06%","2.54%","-7.08%","https://coinmarketcap.com/currencies/stakenet/historical-data/?start=20000101&end=21000101",TRUE
"377",377,"PASC
Pascal Coin","PASC","$24,231,067","$1.20","20,252,300","$99,884","2.67%","-1.60%","6.89%","https://coinmarketcap.com/currencies/pascal-coin/historical-data/?start=20000101&end=21000101",TRUE
"378",378,"KEY
Selfkey","KEY","$24,178,023","$0.012642","1,912,500,536
*","$244,462","-2.18%","2.83%","-4.59%","https://coinmarketcap.com/currencies/selfkey/historical-data/?start=20000101&end=21000101",TRUE
"379",379,"OMNI
Omni","OMNI","$24,147,427","$43.05","560,960
*","$75,334","-0.13%","0.75%","12.31%","https://coinmarketcap.com/currencies/omni/historical-data/?start=20000101&end=21000101",TRUE
"380",380,"QBT
Qbao","QBT","$23,945,865","$0.366417","65,351,403
*","$3,386,800","-5.12%","-13.15%","-0.86%","https://coinmarketcap.com/currencies/qbao/historical-data/?start=20000101&end=21000101",TRUE
"381",381,"ARN
Aeron","ARN","$23,721,490","$1.82","13,000,000
*","$9,699,740","-1.08%","-7.15%","-18.49%","https://coinmarketcap.com/currencies/aeron/historical-data/?start=20000101&end=21000101",TRUE
"382",382,"DMD
Diamond","DMD","$23,660,276","$8.56","2,765,337","$83,455","1.82%","5.26%","4.38%","https://coinmarketcap.com/currencies/diamond/historical-data/?start=20000101&end=21000101",TRUE
"383",383,"ART
Maecenas","ART","$23,557,940","$0.781354","30,150,150
*","$65,816","-0.60%","-2.87%","95.32%","https://coinmarketcap.com/currencies/maecenas/historical-data/?start=20000101&end=21000101",TRUE
"384",384,"NMR
Numeraire","NMR","$23,508,939","$17.42","1,349,328
*","$238,748","0.77%","1.27%","-4.70%","https://coinmarketcap.com/currencies/numeraire/historical-data/?start=20000101&end=21000101",TRUE
"385",385,"ATM
ATMChain","ATM","$23,339,502","$0.005008","4,660,285,460
*","$657,487","0.94%","13.63%","28.42%","https://coinmarketcap.com/currencies/attention-token-of-media/historical-data/?start=20000101&end=21000101",TRUE
"386",386,"RNT
OneRoot Network","RNT","$23,081,604","$0.097699","236,252,688
*","$1,284,640","-0.49%","14.86%","-2.47%","https://coinmarketcap.com/currencies/oneroot-network/historical-data/?start=20000101&end=21000101",TRUE
"387",387,"BPT
Blockport","BPT","$23,050,581","$0.443443","51,980,933
*","$285,416","-0.89%","0.74%","26.57%","https://coinmarketcap.com/currencies/blockport/historical-data/?start=20000101&end=21000101",TRUE
"388",388,"AIT
AICHAIN","AIT","$22,545,479","$0.042136","535,067,071
*","$1,152,180","-0.69%","-1.37%","-9.05%","https://coinmarketcap.com/currencies/aichain/historical-data/?start=20000101&end=21000101",TRUE
"389",389,"XSH
SHIELD","XSH","$22,404,476","$0.046508","481,730,692","$99,613","0.87%","-6.27%","-28.07%","https://coinmarketcap.com/currencies/shield-xsh/historical-data/?start=20000101&end=21000101",TRUE
"390",390,"STQ
Storiqa","STQ","$22,293,318","$0.002870","7,767,544,247
*","$66,130","0.51%","2.53%","12.49%","https://coinmarketcap.com/currencies/storiqa/historical-data/?start=20000101&end=21000101",TRUE
"391",391,"$PAC
PACcoin","$PAC","$22,290,655","$0.006183","3,604,977,126","$251,863","0.69%","4.35%","-2.92%","https://coinmarketcap.com/currencies/paccoin/historical-data/?start=20000101&end=21000101",TRUE
"392",392,"MOON
Mooncoin","MOON","$22,231,227","$0.000099","224,092,682,889","$141,762","0.50%","-3.98%","68.82%","https://coinmarketcap.com/currencies/mooncoin/historical-data/?start=20000101&end=21000101",TRUE
"393",393,"HVN
Hive Project","HVN","$22,112,700","$0.058967","375,000,000
*","$116,247","-0.01%","-3.30%","7.68%","https://coinmarketcap.com/currencies/hive-project/historical-data/?start=20000101&end=21000101",TRUE
"394",394,"RADS
Radium","RADS","$22,058,660","$6.34","3,481,480
*","$102,946","1.41%","-3.08%","-0.77%","https://coinmarketcap.com/currencies/radium/historical-data/?start=20000101&end=21000101",TRUE
"395",395,"DIME
Dimecoin","DIME","$22,050,243","$0.000041","539,096,740,560","$69,467","0.34%","-1.67%","-19.06%","https://coinmarketcap.com/currencies/dimecoin/historical-data/?start=20000101&end=21000101",TRUE
"396",396,"FLO
FlorinCoin","FLO","$21,997,109","$0.152923","143,844,345","$154,439","-0.12%","4.47%","29.80%","https://coinmarketcap.com/currencies/florincoin/historical-data/?start=20000101&end=21000101",TRUE
"397",397,"OAX
OAX","OAX","$21,668,139","$0.866405","25,009,250
*","$826,247","0.56%","-2.72%","6.46%","https://coinmarketcap.com/currencies/oax/historical-data/?start=20000101&end=21000101",TRUE
"398",398,"UUU
U Network","UUU","$21,654,714","$0.003785","5,721,812,434
*","$2,543,070","-2.71%","4.09%","-28.50%","https://coinmarketcap.com/currencies/u-network/historical-data/?start=20000101&end=21000101",TRUE
"399",399,"VRC
VeriCoin","VRC","$21,614,581","$0.698495","30,944,503","$156,565","0.88%","0.00%","0.17%","https://coinmarketcap.com/currencies/vericoin/historical-data/?start=20000101&end=21000101",TRUE
"400",400,"XTO
Tao","XTO","$21,575,422","$0.655744","32,902,203","$21,063","0.67%","-8.81%","0.56%","https://coinmarketcap.com/currencies/tao/historical-data/?start=20000101&end=21000101",TRUE
"401",401,"MTX
Matryx","MTX","$21,387,052","$0.920891","23,224,303
*","$691,046","0.45%","2.39%","-5.50%","https://coinmarketcap.com/currencies/matryx/historical-data/?start=20000101&end=21000101",TRUE
"402",402,"OCT
OracleChain","OCT","$21,372,330","$0.712411","30,000,000
*","$33,321","-1.16%","3.75%","-1.31%","https://coinmarketcap.com/currencies/oraclechain/historical-data/?start=20000101&end=21000101",TRUE
"403",403,"EXP
Expanse","EXP","$21,322,128","$2.70","7,906,397","$1,711,660","0.85%","-3.71%","15.88%","https://coinmarketcap.com/currencies/expanse/historical-data/?start=20000101&end=21000101",TRUE
"404",404,"RVR
RevolutionVR","RVR","$21,231,840","$0.101104","210,000,000
*","$590,172","0.47%","-1.45%","0.31%","https://coinmarketcap.com/currencies/revolutionvr/historical-data/?start=20000101&end=21000101",TRUE
"405",405,"GRC
GridCoin","GRC","$21,185,513","$0.054278","390,312,753","$70,646","-0.53%","-0.54%","-0.99%","https://coinmarketcap.com/currencies/gridcoin/historical-data/?start=20000101&end=21000101",TRUE
"406",406,"DXT
Datawallet","DXT","$21,181,497","$0.054281","390,222,225
*","$694,588","-0.12%","-4.00%","-6.38%","https://coinmarketcap.com/currencies/datawallet/historical-data/?start=20000101&end=21000101",TRUE
"407",407,"FLASH
Flash","FLASH","$21,168,810","$0.023521","900,000,000
*","$4,551","0.66%","1.89%","9.84%","https://coinmarketcap.com/currencies/flash/historical-data/?start=20000101&end=21000101",TRUE
"408",408,"CV
carVertical","CV","$21,104,129","$0.003780","5,582,955,241
*","$161,425","-0.04%","3.85%","-11.27%","https://coinmarketcap.com/currencies/carvertical/historical-data/?start=20000101&end=21000101",TRUE
"409",409,"SIB
SIBCoin","SIB","$21,086,001","$1.26","16,711,843","$105,260","0.76%","0.33%","2.87%","https://coinmarketcap.com/currencies/sibcoin/historical-data/?start=20000101&end=21000101",TRUE
"410",410,"BERRY
Rentberry","BERRY","$21,084,888","$0.082479","255,640,403
*","$136,867","0.88%","-13.16%","-11.97%","https://coinmarketcap.com/currencies/rentberry/historical-data/?start=20000101&end=21000101",TRUE
"411",411,"CAT
BitClave","CAT","$20,976,537","$0.041836","501,394,406
*","$661,321","0.81%","-1.05%","3.03%","https://coinmarketcap.com/currencies/bitclave/historical-data/?start=20000101&end=21000101",TRUE
"412",412,"DIM
DIMCOIN","DIM","$20,971,687","$0.009975","2,102,485,837
*","$74,255","-0.07%","2.41%","51.39%","https://coinmarketcap.com/currencies/dimcoin/historical-data/?start=20000101&end=21000101",TRUE
"413",413,"SPC
SpaceChain","SPC","$20,939,769","$0.040660","514,991,707
*","$25,916","2.46%","-11.33%","-5.22%","https://coinmarketcap.com/currencies/spacechain/historical-data/?start=20000101&end=21000101",TRUE
"414",414,"BMC
Blackmoon","BMC","$20,841,215","$0.985731","21,142,903
*","$1,137,970","1.45%","6.39%","16.35%","https://coinmarketcap.com/currencies/blackmoon/historical-data/?start=20000101&end=21000101",TRUE
"415",415,"HMC
Hi Mutual Soc...","HMC","$20,820,444","$0.051523","404,100,000
*","$1,587,030","-1.65%","-5.62%","-8.86%","https://coinmarketcap.com/currencies/hi-mutual-society/historical-data/?start=20000101&end=21000101",TRUE
"416",416,"BBN
Banyan Network","BBN","$20,646,381","$0.131979","156,436,867
*","$2,235,960","5.94%","18.33%","8.67%","https://coinmarketcap.com/currencies/banyan-network/historical-data/?start=20000101&end=21000101",TRUE
"417",417,"EVE
Devery","EVE","$20,484,284","$0.325569","62,918,410
*","$30,561","1.00%","6.70%","24.80%","https://coinmarketcap.com/currencies/devery/historical-data/?start=20000101&end=21000101",TRUE
"418",418,"LA
LATOKEN","LA","$20,339,713","$0.250992","81,037,294
*","$2,205,830","0.99%","3.47%","6.56%","https://coinmarketcap.com/currencies/latoken/historical-data/?start=20000101&end=21000101",TRUE
"419",419,"NCT
PolySwarm","NCT","$20,098,389","$0.013689","1,468,214,570
*","$162,894","0.34%","7.06%","25.19%","https://coinmarketcap.com/currencies/polyswarm/historical-data/?start=20000101&end=21000101",TRUE
"420",420,"MLM
MktCoin","MLM","$19,932,220","$0.018062","1,103,562,812","$67,556","1.19%","8.89%","-15.49%","https://coinmarketcap.com/currencies/mktcoin/historical-data/?start=20000101&end=21000101",TRUE
"421",421,"PARETO
Pareto Network","PARETO","$19,695,187","$0.080629","244,270,177
*","$247,492","-1.80%","2.97%","9.63%","https://coinmarketcap.com/currencies/pareto-network/historical-data/?start=20000101&end=21000101",TRUE
"422",422,"ORME
Ormeus Coin","ORME","$19,320,616","$1.13","17,029,321
*","$2,397,920","-0.45%","-9.00%","-6.84%","https://coinmarketcap.com/currencies/ormeus-coin/historical-data/?start=20000101&end=21000101",TRUE
"423",423,"PST
 Primas","PST","$19,294,822","$0.376852","51,200,000
*","$1,275,300","-0.69%","3.81%","57.98%","https://coinmarketcap.com/currencies/primas/historical-data/?start=20000101&end=21000101",TRUE
"424",424,"UQC
Uquid Coin","UQC","$19,242,400","$1.92","10,000,000
*","$4,028,770","0.44%","20.89%","-8.65%","https://coinmarketcap.com/currencies/uquid-coin/historical-data/?start=20000101&end=21000101",TRUE
"425",425,"DTB
Databits","DTB","$18,950,767","$0.833081","22,747,809
*","$23,563","1.09%","-3.17%","28.51%","https://coinmarketcap.com/currencies/databits/historical-data/?start=20000101&end=21000101",TRUE
"426",426,"EDR
E-Dinar Coin","EDR","$18,949,162","$0.021382","886,211,988","$27,844","-0.32%","-2.30%","0.16%","https://coinmarketcap.com/currencies/e-dinar-coin/historical-data/?start=20000101&end=21000101",TRUE
"427",427,"ALQO
ALQO","ALQO","$18,875,023","$0.475154","39,724,011","$79,841","0.31%","-0.77%","-19.75%","https://coinmarketcap.com/currencies/alqo/historical-data/?start=20000101&end=21000101",TRUE
"428",428,"COV
Covesting","COV","$18,847,500","$1.08","17,500,000
*","$98,662","0.46%","1.29%","-3.86%","https://coinmarketcap.com/currencies/covesting/historical-data/?start=20000101&end=21000101",TRUE
"429",429,"ZAP
Zap","ZAP","$18,771,367","$0.176594","106,296,740
*","$15,280","-0.01%","3.21%","16.46%","https://coinmarketcap.com/currencies/zap/historical-data/?start=20000101&end=21000101",TRUE
"430",430,"BCA
Bitcoin Atom","BCA","$18,686,294","$1.04","17,986,788","$21,510","-0.21%","10.74%","-12.14%","https://coinmarketcap.com/currencies/bitcoin-atom/historical-data/?start=20000101&end=21000101",TRUE
"431",431,"CREDO
Credo","CREDO","$18,532,120","$0.033701","549,891,703
*","$4,232","1.30%","34.92%","40.45%","https://coinmarketcap.com/currencies/credo/historical-data/?start=20000101&end=21000101",TRUE
"432",432,"AUC
Auctus","AUC","$18,471,851","$1.12","16,544,574
*","$315,887","0.93%","10.48%","5.15%","https://coinmarketcap.com/currencies/auctus/historical-data/?start=20000101&end=21000101",TRUE
"433",433,"RMT
SureRemit","RMT","$18,466,550","$0.036933","500,000,000
*","$42,790","1.40%","4.62%","-14.13%","https://coinmarketcap.com/currencies/sureremit/historical-data/?start=20000101&end=21000101",TRUE
"434",434,"DIVX
Divi","DIVX","$18,202,702","$3.41","5,343,207
*","$399,214","-1.21%","-3.30%","10.18%","https://coinmarketcap.com/currencies/divi/historical-data/?start=20000101&end=21000101",TRUE
"435",435,"SWM
Swarm","SWM","$18,022,518","$0.352599","51,113,355
*","$1,667","4.51%","9.19%","-3.18%","https://coinmarketcap.com/currencies/swarm-fund/historical-data/?start=20000101&end=21000101",TRUE
"436",436,"MUE
MonetaryUnit","MUE","$17,874,658","$0.136947","130,522,453","$331,966","-0.16%","-1.96%","7.12%","https://coinmarketcap.com/currencies/monetaryunit/historical-data/?start=20000101&end=21000101",TRUE
"437",437,"IXT
iXledger","IXT","$17,600,293","$0.491919","35,778,844
*","$369,143","-3.77%","-3.21%","5.55%","https://coinmarketcap.com/currencies/ixledger/historical-data/?start=20000101&end=21000101",TRUE
"438",438,"BBR
Boolberry","BBR","$17,554,176","$1.53","11,466,123","$24,345","0.66%","17.75%","21.67%","https://coinmarketcap.com/currencies/boolberry/historical-data/?start=20000101&end=21000101",TRUE
"439",439,"PZM
PRIZM","PZM","$17,529,681","$0.979743","17,892,121
*","$17,739","0.27%","-2.77%","-5.11%","https://coinmarketcap.com/currencies/prizm/historical-data/?start=20000101&end=21000101",TRUE
"440",440,"XWC
WhiteCoin","XWC","$17,363,810","$0.069756","248,923,173
*","$66,983","0.00%","-2.39%","-1.99%","https://coinmarketcap.com/currencies/whitecoin/historical-data/?start=20000101&end=21000101",TRUE
"441",441,"SLR
SolarCoin","SLR","$17,236,366","$0.408617","42,182,204
*","$46,590","1.23%","0.60%","-7.79%","https://coinmarketcap.com/currencies/solarcoin/historical-data/?start=20000101&end=21000101",TRUE
"442",442,"NEU
Neumark","NEU","$17,092,193","$0.595088","28,722,127
*","$277,482","0.59%","2.25%","26.12%","https://coinmarketcap.com/currencies/neumark/historical-data/?start=20000101&end=21000101",TRUE
"443",443,"RBY
Rubycoin","RBY","$16,923,308","$0.661325","25,590,002
*","$5,778","1.16%","2.71%","8.42%","https://coinmarketcap.com/currencies/rubycoin/historical-data/?start=20000101&end=21000101",TRUE
"444",444,"NET
Nimiq Exchang...","NET","$16,855,860","$1.61","10,500,000
*","$149,212","0.78%","7.55%","20.82%","https://coinmarketcap.com/currencies/nimiq/historical-data/?start=20000101&end=21000101",TRUE
"445",445,"BIS
Bismuth","BIS","$16,714,180","$1.73","9,648,604","$52,545","1.70%","3.17%","-5.69%","https://coinmarketcap.com/currencies/bismuth/historical-data/?start=20000101&end=21000101",TRUE
"446",446,"LND
Lendingblock","LND","$16,628,395","$0.032927","505,003,300
*","$139,598","-0.92%","6.58%","?","https://coinmarketcap.com/currencies/lendingblock/historical-data/?start=20000101&end=21000101",TRUE
"447",447,"AXP
aXpire","AXP","$16,621,834","$0.062724","265,000,000
*","$275,738","1.08%","1.04%","-17.26%","https://coinmarketcap.com/currencies/axpire/historical-data/?start=20000101&end=21000101",TRUE
"448",448,"DNA
EncrypGen","DNA","$16,461,015","$0.267785","61,471,013
*","$256,888","-1.57%","4.73%","10.65%","https://coinmarketcap.com/currencies/encrypgen/historical-data/?start=20000101&end=21000101",TRUE
"449",449,"ICOS
ICOS","ICOS","$16,344,301","$29.16","560,471
*","$18,681","3.92%","1.93%","-12.20%","https://coinmarketcap.com/currencies/icos/historical-data/?start=20000101&end=21000101",TRUE
"450",450,"INCNT
Incent","INCNT","$16,324,205","$0.354746","46,016,602
*","$14,103","-2.05%","-1.33%","-9.06%","https://coinmarketcap.com/currencies/incent/historical-data/?start=20000101&end=21000101",TRUE
"451",451,"PURE
Pure","PURE","$16,278,711","$1.80","9,059,381","$323,477","-0.48%","2.76%","31.43%","https://coinmarketcap.com/currencies/pure/historical-data/?start=20000101&end=21000101",TRUE
"452",452,"DBET
DecentBet","DBET","$16,264,993","$0.130616","124,525,272
*","$118,480","-0.49%","-9.49%","18.87%","https://coinmarketcap.com/currencies/decent-bet/historical-data/?start=20000101&end=21000101",TRUE
"453",453,"BITUSD
bitUSD","BITUSD","$15,871,455","$0.974971","16,278,900
*","$1,721,930","-0.17%","-0.90%","-5.95%","https://coinmarketcap.com/currencies/bitusd/historical-data/?start=20000101&end=21000101",TRUE
"454",454,"RISE
Rise","RISE","$15,818,777","$0.127502","124,066,895
*","$15,231","93.19%","8.83%","9.70%","https://coinmarketcap.com/currencies/rise/historical-data/?start=20000101&end=21000101",TRUE
"455",455,"REBL
REBL","REBL","$15,765,983","$0.093021","169,487,703

*","$3,652,730","-0.04%","-4.76%","80.69%","https://coinmarketcap.com/currencies/rebl/historical-data/?start=20000101&end=21000101",TRUE
"456",456,"LINDA
Linda","LINDA","$15,741,897","$0.001749","9,002,417,481","$76,300","1.54%","3.12%","2.79%","https://coinmarketcap.com/currencies/linda/historical-data/?start=20000101&end=21000101",TRUE
"457",457,"LMC
LoMoCoin","LMC","$15,687,669","$0.067548","232,245,446
*","$83,759","1.83%","0.66%","-5.16%","https://coinmarketcap.com/currencies/lomocoin/historical-data/?start=20000101&end=21000101",TRUE
"458",458,"XMY
Myriad","XMY","$15,565,835","$0.009901","1,572,224,000","$80,158","-1.27%","-0.17%","0.46%","https://coinmarketcap.com/currencies/myriad/historical-data/?start=20000101&end=21000101",TRUE
"459",459,"APH
Aphelion","APH","$15,470,925","$0.426512","36,273,130
*","$80,922","10.10%","56.02%","?","https://coinmarketcap.com/currencies/aphelion/historical-data/?start=20000101&end=21000101",TRUE
"460",460,"LUX
LUXCoin","LUX","$15,438,336","$9.42","1,638,590","$161,723","0.19%","-1.54%","-8.38%","https://coinmarketcap.com/currencies/luxcoin/historical-data/?start=20000101&end=21000101",TRUE
"461",461,"XPA
XPA","XPA","$15,437,250","$0.269987","57,177,751
*","$4,076","1.00%","13.84%","6.27%","https://coinmarketcap.com/currencies/xpa/historical-data/?start=20000101&end=21000101",TRUE
