"","X.","Name","Symbol","Market.Cap","Price","Circulating.Supply","Volume..24h.","X..1h","X..24h","X..7d","url","done"
"775",775,"YOC
Yocoin","YOC","$2,207,173","$0.019673","112,194,700","$3,785","0.60%","1.30%","13.62%","https://coinmarketcap.com/currencies/yocoin/historical-data/?start=20000101&end=21000101",FALSE
"776",776,"DP
DigitalPrice","DP","$2,185,657","$0.111079","19,676,599
*","$2,673","0.66%","3.36%","-6.54%","https://coinmarketcap.com/currencies/digitalprice/historical-data/?start=20000101&end=21000101",FALSE
"777",777,"ELLA
Ellaism","ELLA","$2,185,464","$0.291680","7,492,676","$5,574","-1.56%","-0.78%","-8.87%","https://coinmarketcap.com/currencies/ellaism/historical-data/?start=20000101&end=21000101",FALSE
"778",778,"FRD
Farad","FRD","$2,145,126","$0.015825","135,553,838
*","$4,150","0.66%","-9.65%","-21.15%","https://coinmarketcap.com/currencies/farad/historical-data/?start=20000101&end=21000101",FALSE
"779",779,"TIG
Tigereum","TIG","$2,112,011","$0.146070","14,458,893
*","$3,150","0.82%","9.76%","23.57%","https://coinmarketcap.com/currencies/tigereum/historical-data/?start=20000101&end=21000101",FALSE
"780",780,"LNC
Blocklancer","LNC","$2,092,077","$0.017414","120,140,384
*","$20,886","0.50%","5.44%","15.15%","https://coinmarketcap.com/currencies/blocklancer/historical-data/?start=20000101&end=21000101",FALSE
"781",781,"ANC
Anoncoin","ANC","$2,087,219","$0.989055","2,110,317","$1,500","0.66%","5.86%","5.09%","https://coinmarketcap.com/currencies/anoncoin/historical-data/?start=20000101&end=21000101",FALSE
"782",782,"BLU
BlueCoin","BLU","$2,074,022","$0.003609","574,683,675","$1,216","0.66%","-8.63%","9.49%","https://coinmarketcap.com/currencies/bluecoin/historical-data/?start=20000101&end=21000101",FALSE
"783",783,"INPAY
InPay","INPAY","$2,064,410","$0.206441","10,000,000
*","$892","0.66%","5.01%","-4.66%","https://coinmarketcap.com/currencies/inpay/historical-data/?start=20000101&end=21000101",FALSE
"784",784,"KEK
KekCoin","KEK","$2,061,645","$0.193657","10,645,860
*","$2,023","0.66%","-5.01%","-8.34%","https://coinmarketcap.com/currencies/kekcoin/historical-data/?start=20000101&end=21000101",FALSE
"785",785,"MTNC
Masternodecoin","MTNC","$2,044,697","$0.040057","51,045,078
*","$1,776","-0.08%","-0.60%","-15.17%","https://coinmarketcap.com/currencies/masternodecoin/historical-data/?start=20000101&end=21000101",FALSE
"786",786,"UNB
UnbreakableCoin","UNB","$2,042,541","$0.896579","2,278,150","$113,705","0.18%","-0.01%","1.85%","https://coinmarketcap.com/currencies/unbreakablecoin/historical-data/?start=20000101&end=21000101",FALSE
"787",787,"XCN
Cryptonite","XCN","$2,040,088","$0.004962","411,122,390","$17,626","0.67%","6.33%","251.85%","https://coinmarketcap.com/currencies/cryptonite/historical-data/?start=20000101&end=21000101",FALSE
"788",788,"ARG
Argentum","ARG","$2,029,760","$0.215219","9,431,137","$6,051","0.67%","-11.39%","-26.77%","https://coinmarketcap.com/currencies/argentum/historical-data/?start=20000101&end=21000101",FALSE
"789",789,"MXT
MarteXcoin","MXT","$1,995,021","$0.673112","2,963,877","$849","3.28%","-4.07%","-11.33%","https://coinmarketcap.com/currencies/martexcoin/historical-data/?start=20000101&end=21000101",FALSE
"790",790,"ONG
onG.social","ONG","$1,979,391","$0.077592","25,510,219
*","$36,798","-5.37%","29.71%","-4.06%","https://coinmarketcap.com/currencies/ongsocial/historical-data/?start=20000101&end=21000101",FALSE
"791",791,"FANS
Fantasy Cash","FANS","$1,978,637","$0.429942","4,602,101","$11,881","5.50%","-2.28%","12.94%","https://coinmarketcap.com/currencies/fantasy-cash/historical-data/?start=20000101&end=21000101",FALSE
"792",792,"INN
Innova","INN","$1,965,670","$0.662865","2,965,415","$15,151","0.64%","1.51%","-15.47%","https://coinmarketcap.com/currencies/innova/historical-data/?start=20000101&end=21000101",FALSE
"793",793,"FYN
FundYourselfNow","FYN","$1,949,435","$2.11","922,377
*","$1,544","2.80%","-11.25%","-4.89%","https://coinmarketcap.com/currencies/fundyourselfnow/historical-data/?start=20000101&end=21000101",FALSE
"794",794,"ETBS
Ethbits","ETBS","$1,921,972","$1.38","1,391,604
*","$2,194","0.65%","1.83%","12.75%","https://coinmarketcap.com/currencies/ethbits/historical-data/?start=20000101&end=21000101",FALSE
"795",795,"IND
Indorse Token","IND","$1,920,441","$0.052140","36,832,464
*","$230,275","0.92%","2.96%","6.41%","https://coinmarketcap.com/currencies/indorse-token/historical-data/?start=20000101&end=21000101",FALSE
"796",796,"CL
Coinlancer","CL","$1,888,117","$0.026719","70,666,779
*","$4,162","0.38%","-8.32%","-4.26%","https://coinmarketcap.com/currencies/coinlancer/historical-data/?start=20000101&end=21000101",FALSE
"797",797,"DEM
Deutsche eMark","DEM","$1,873,050","$0.049825","37,592,720","$3,164","0.63%","0.09%","-11.17%","https://coinmarketcap.com/currencies/deutsche-emark/historical-data/?start=20000101&end=21000101",FALSE
"798",798,"FUNK
The Cypherfunks","FUNK","$1,866,850","$0.000039","47,584,282,499","$3,157","2.30%","-11.07%","37.56%","https://coinmarketcap.com/currencies/the-cypherfunks/historical-data/?start=20000101&end=21000101",FALSE
"799",799,"WDC
WorldCoin","WDC","$1,821,793","$0.015232","119,606,941","$545","1.11%","-0.73%","13.17%","https://coinmarketcap.com/currencies/worldcoin/historical-data/?start=20000101&end=21000101",FALSE
"800",800,"PHO
Photon","PHO","$1,779,317","$0.000078","22,704,873,239","$3,878","0.71%","0.87%","128.00%","https://coinmarketcap.com/currencies/photon/historical-data/?start=20000101&end=21000101",FALSE
"801",801,"SKIN
SkinCoin","SKIN","$1,769,014","$0.020061","88,183,483
*","$117,164","-0.92%","5.85%","10.52%","https://coinmarketcap.com/currencies/skincoin/historical-data/?start=20000101&end=21000101",FALSE
"802",802,"BTW
BitWhite","BTW","$1,745,358","$0.048048","36,325,371","$82,684","0.43%","5.40%","-10.26%","https://coinmarketcap.com/currencies/bitwhite/historical-data/?start=20000101&end=21000101",FALSE
"803",803,"UIS
Unitus","UIS","$1,692,808","$0.028782","58,815,845","$1,224","0.66%","-1.44%","-34.83%","https://coinmarketcap.com/currencies/unitus/historical-data/?start=20000101&end=21000101",FALSE
"804",804,"SAGA
SagaCoin","SAGA","$1,688,693","$0.526375","3,208,157","$13,039","0.30%","-11.76%","-6.32%","https://coinmarketcap.com/currencies/sagacoin/historical-data/?start=20000101&end=21000101",FALSE
"805",805,"ONX
Onix","ONX","$1,676,441","$0.015828","105,917,473","$14,430","-0.93%","-2.83%","14.67%","https://coinmarketcap.com/currencies/onix/historical-data/?start=20000101&end=21000101",FALSE
"806",806,"ESC
Escroco","ESC","$1,662,117","$0.771463","2,154,500
*","$3,621","0.60%","-20.50%","114.57%","https://coinmarketcap.com/currencies/escoro/historical-data/?start=20000101&end=21000101",FALSE
"807",807,"WAND
WandX","WAND","$1,615,161","$0.131913","12,244,135
*","$5,540","0.63%","-8.33%","-31.75%","https://coinmarketcap.com/currencies/wandx/historical-data/?start=20000101&end=21000101",FALSE
"808",808,"OCL
Oceanlab","OCL","$1,601,999","$0.034452","46,500,000
*","$694","0.37%","-7.75%","-3.16%","https://coinmarketcap.com/currencies/oceanlab/historical-data/?start=20000101&end=21000101",FALSE
"809",809,"ARC
ArcticCoin","ARC","$1,599,909","$0.064685","24,733,815","$14,775","0.02%","9.99%","0.12%","https://coinmarketcap.com/currencies/arcticcoin/historical-data/?start=20000101&end=21000101",FALSE
"810",810,"BYC
Bytecent","BYC","$1,573,523","$0.743572","2,116,167","$4,990","0.68%","1.08%","-4.10%","https://coinmarketcap.com/currencies/bytecent/historical-data/?start=20000101&end=21000101",FALSE
"811",811,"SCS
SpeedCash","SCS","$1,529,142","$3.30","463,819","$20,020","4.94%","14.78%","229.73%","https://coinmarketcap.com/currencies/speedcash/historical-data/?start=20000101&end=21000101",FALSE
"812",812,"BLITZ
Blitzcash","BLITZ","$1,519,458","$0.366544","4,145,364
*","$560,436","3.67%","-5.33%","-63.88%","https://coinmarketcap.com/currencies/blitzcash/historical-data/?start=20000101&end=21000101",FALSE
"813",813,"VULC
Vulcano","VULC","$1,505,308","$0.002077","724,744,322","$3,480","-3.13%","-9.04%","-12.39%","https://coinmarketcap.com/currencies/vulcano/historical-data/?start=20000101&end=21000101",FALSE
"814",814,"VIVO
VIVO","VIVO","$1,498,909","$0.826875","1,812,740","$14,839","0.66%","-7.46%","-6.45%","https://coinmarketcap.com/currencies/vivo/historical-data/?start=20000101&end=21000101",FALSE
"815",815,"KLN
Kolion","KLN","$1,494,694","$2.13","700,524","$52,883","0.44%","0.94%","39.30%","https://coinmarketcap.com/currencies/kolion/historical-data/?start=20000101&end=21000101",FALSE
"816",816,"BDL
Bitdeal","BDL","$1,485,284","$0.008459","175,583,793","$38,031","-1.96%","6.03%","139.28%","https://coinmarketcap.com/currencies/bitdeal/historical-data/?start=20000101&end=21000101",FALSE
"817",817,"NMS
Numus","NMS","$1,464,017","$0.532200","2,750,877
*","$9,262","-8.40%","-7.10%","0.61%","https://coinmarketcap.com/currencies/numus/historical-data/?start=20000101&end=21000101",FALSE
"818",818,"LGD
Legends Room","LGD","$1,419,892","$0.709946","2,000,000
*","$33,430","-0.07%","-4.71%","2.43%","https://coinmarketcap.com/currencies/legends-room/historical-data/?start=20000101&end=21000101",FALSE
"819",819,"MEC
Megacoin","MEC","$1,404,976","$0.037873","37,096,544","$1,056","0.65%","-6.33%","15.16%","https://coinmarketcap.com/currencies/megacoin/historical-data/?start=20000101&end=21000101",FALSE
"820",820,"LOG
Woodcoin","LOG","$1,363,749","$0.169722","8,035,193","$11,861","0.67%","-3.42%","3.04%","https://coinmarketcap.com/currencies/woodcoin/historical-data/?start=20000101&end=21000101",FALSE
"821",821,"POP
PopularCoin","POP","$1,362,313","$0.000396","3,443,471,558","$2,205","34.23%","35.46%","24.66%","https://coinmarketcap.com/currencies/popularcoin/historical-data/?start=20000101&end=21000101",FALSE
"822",822,"MZC
MAZA","MZC","$1,356,931","$0.001286","1,055,345,280","$2,379","0.67%","1.17%","1.87%","https://coinmarketcap.com/currencies/mazacoin/historical-data/?start=20000101&end=21000101",FALSE
"823",823,"ELTCOIN
ELTCOIN","ELTCOIN","$1,348,452","$0.014983","90,000,000
*","$8,568","0.69%","-10.37%","-16.03%","https://coinmarketcap.com/currencies/eltcoin/historical-data/?start=20000101&end=21000101",FALSE
"824",824,"FLT
FlutterCoin","FLT","$1,338,188","$0.003066","436,450,711","$1,351","0.66%","0.20%","4.47%","https://coinmarketcap.com/currencies/fluttercoin/historical-data/?start=20000101&end=21000101",FALSE
"825",825,"MRT
Miners' Rewar...","MRT","$1,327,410","$0.132741","10,000,000
*","$12,479","-1.52%","2.03%","-0.33%","https://coinmarketcap.com/currencies/miners-reward-token/historical-data/?start=20000101&end=21000101",FALSE
"826",826,"JEW
Shekel","JEW","$1,291,081","$0.013170","98,032,701
*","$4,579","1.65%","-3.93%","-5.86%","https://coinmarketcap.com/currencies/shekel/historical-data/?start=20000101&end=21000101",FALSE
"827",827,"DCY
Dinastycoin","DCY","$1,261,601","$0.000783","1,611,718,006","$1,567","-18.62%","5.75%","-0.24%","https://coinmarketcap.com/currencies/dinastycoin/historical-data/?start=20000101&end=21000101",FALSE
"828",828,"BSM
Bitsum","BSM","$1,254,522","$0.001681","746,241,601
*","$11,789","1.56%","-5.49%","-33.83%","https://coinmarketcap.com/currencies/bitsum/historical-data/?start=20000101&end=21000101",FALSE
"829",829,"MBI
Monster Byte","MBI","$1,242,904","$0.073882","16,822,736
*","$1,785","0.66%","56.19%","-0.32%","https://coinmarketcap.com/currencies/monster-byte/historical-data/?start=20000101&end=21000101",FALSE
"830",830,"OCC
Octoin Coin","OCC","$1,231,269","$3.30","372,572
*","$1,015,070","0.80%","8.87%","-29.36%","https://coinmarketcap.com/currencies/octoin-coin/historical-data/?start=20000101&end=21000101",FALSE
"831",831,"GUN
Guncoin","GUN","$1,213,767","$0.005737","211,585,978","$1,401","0.67%","0.66%","14.58%","https://coinmarketcap.com/currencies/guncoin/historical-data/?start=20000101&end=21000101",FALSE
"832",832,"MCAP
MCAP","MCAP","$1,210,724","$0.115417","10,490,000
*","$91,061","0.10%","0.77%","-7.87%","https://coinmarketcap.com/currencies/mcap/historical-data/?start=20000101&end=21000101",FALSE
"833",833,"PCN
PeepCoin","PCN","$1,199,632","$0.000096","12,434,360,688
*","$67,415","0.84%","4.31%","4.79%","https://coinmarketcap.com/currencies/peepcoin/historical-data/?start=20000101&end=21000101",FALSE
"834",834,"STU
bitJob","STU","$1,192,356","$0.024818","48,043,991
*","$66,026","0.59%","5.07%","6.21%","https://coinmarketcap.com/currencies/student-coin/historical-data/?start=20000101&end=21000101",FALSE
"835",835,"CTR
Centra","CTR","$1,190,836","$0.017512","68,000,000
*","$10,870","0.42%","17.47%","10.38%","https://coinmarketcap.com/currencies/centra/historical-data/?start=20000101&end=21000101",FALSE
"836",836,"ORE
Galactrum","ORE","$1,184,622","$1.33","888,342","$14,944","-1.25%","-4.87%","7.31%","https://coinmarketcap.com/currencies/galactrum/historical-data/?start=20000101&end=21000101",FALSE
"837",837,"GCC
Global Crypto...","GCC","$1,158,016","$0.001491","776,545,549
*","$7,660","0.90%","-4.22%","-23.01%","https://coinmarketcap.com/currencies/global-cryptocurrency/historical-data/?start=20000101&end=21000101",FALSE
"838",838,"BRIT
BritCoin","BRIT","$1,157,984","$0.054447","21,268,092","$1,042","0.66%","-29.57%","13.83%","https://coinmarketcap.com/currencies/britcoin/historical-data/?start=20000101&end=21000101",FALSE
"839",839,"MRJA
GanjaCoin","MRJA","$1,155,017","$0.065377","17,667,136
*","$9,892","0.66%","5.15%","-24.44%","https://coinmarketcap.com/currencies/ganjacoin/historical-data/?start=20000101&end=21000101",FALSE
"840",840,"DFT
DraftCoin","DFT","$1,149,493","$0.147244","7,806,721
*","$21,089","0.28%","-1.98%","5.08%","https://coinmarketcap.com/currencies/draftcoin/historical-data/?start=20000101&end=21000101",FALSE
"841",841,"MAGE
MagicCoin","MAGE","$1,142,202","$0.154886","7,374,469","$781","0.60%","8.79%","27.07%","https://coinmarketcap.com/currencies/magiccoin/historical-data/?start=20000101&end=21000101",FALSE
"842",842,"NLX
Nullex","NLX","$1,134,179","$0.028020","40,477,042","$19,418","2.64%","-1.98%","-42.53%","https://coinmarketcap.com/currencies/nullex/historical-data/?start=20000101&end=21000101",FALSE
"843",843,"FRST
FirstCoin","FRST","$1,126,464","$0.036096","31,207,528","$35,295","0.17%","-0.66%","-32.81%","https://coinmarketcap.com/currencies/firstcoin/historical-data/?start=20000101&end=21000101",FALSE
"844",844,"MOIN
Moin","MOIN","$1,112,025","$0.146706","7,579,954
*","$2,096","1.02%","-1.50%","-14.56%","https://coinmarketcap.com/currencies/moin/historical-data/?start=20000101&end=21000101",FALSE
"845",845,"MBRS
Embers","MBRS","$1,102,795","$0.022056","50,000,000
*","$3,690","-1.54%","-11.14%","11.49%","https://coinmarketcap.com/currencies/embers/historical-data/?start=20000101&end=21000101",FALSE
"846",846,"PROC
ProCurrency","PROC","$1,095,588","$0.011176","98,027,811
*","$17,793","2.74%","11.85%","9.88%","https://coinmarketcap.com/currencies/procurrency/historical-data/?start=20000101&end=21000101",FALSE
"847",847,"CDX
Commodity Ad ...","CDX","$1,067,751","$0.032803","32,550,000
*","$916","0.97%","-9.70%","-12.71%","https://coinmarketcap.com/currencies/commodity-ad-network/historical-data/?start=20000101&end=21000101",FALSE
"848",848,"XPD
PetroDollar","XPD","$1,062,461","$0.016603","63,993,275","$2,603","1.11%","-4.14%","15.16%","https://coinmarketcap.com/currencies/petrodollar/historical-data/?start=20000101&end=21000101",FALSE
"849",849,"DRXNE
DROXNE","DRXNE","$1,051,586","$0.014638","71,839,477
*","$5,897","0.66%","-11.82%","59.60%","https://coinmarketcap.com/currencies/droxne/historical-data/?start=20000101&end=21000101",FALSE
"850",850,"EQL
Equal","EQL","$1,045,236","$0.003238","322,822,856
*","$4,293","0.70%","-6.46%","-9.95%","https://coinmarketcap.com/currencies/equal/historical-data/?start=20000101&end=21000101",FALSE
"851",851,"DEUS
DeusCoin","DEUS","$1,043,256","$0.094158","11,079,837","$783","0.66%","-8.54%","-9.46%","https://coinmarketcap.com/currencies/deuscoin/historical-data/?start=20000101&end=21000101",FALSE
"852",852,"VRS
Veros","VRS","$1,037,041","$0.113773","9,115,000
*","$48,878","2.38%","2.70%","117.73%","https://coinmarketcap.com/currencies/veros/historical-data/?start=20000101&end=21000101",FALSE
"853",853,"FJC
FujiCoin","FJC","$1,035,987","$0.000790","1,310,942,755","$764","0.57%","-2.33%","-4.19%","https://coinmarketcap.com/currencies/fujicoin/historical-data/?start=20000101&end=21000101",FALSE
"854",854,"WILD
Wild Crypto","WILD","$1,012,932","$0.041559","24,373,456
*","$1,516","0.65%","-1.98%","-10.57%","https://coinmarketcap.com/currencies/wild-crypto/historical-data/?start=20000101&end=21000101",FALSE
"855",855,"RNS
Renos","RNS","$1,003,181","$0.030075","33,356,077
*","$2,441","0.67%","1.98%","3.31%","https://coinmarketcap.com/currencies/renos/historical-data/?start=20000101&end=21000101",FALSE
"856",856,"XLC
LeviarCoin","XLC","$984,988","$0.084663","11,634,201","$1,200","0.90%","-2.40%","31.43%","https://coinmarketcap.com/currencies/leviarcoin/historical-data/?start=20000101&end=21000101",FALSE
"857",857,"ADZ
Adzcoin","ADZ","$984,055","$0.022605","43,532,255","$1,989","1.28%","0.61%","-7.80%","https://coinmarketcap.com/currencies/adzcoin/historical-data/?start=20000101&end=21000101",FALSE
"858",858,"DGC
Digitalcoin","DGC","$982,056","$0.033947","28,929,008","$727","0.67%","-6.59%","25.59%","https://coinmarketcap.com/currencies/digitalcoin/historical-data/?start=20000101&end=21000101",FALSE
"859",859,"ELE
Elementrem","ELE","$980,677","$0.037584","26,092,857","$7,123","0.66%","4.36%","-36.45%","https://coinmarketcap.com/currencies/elementrem/historical-data/?start=20000101&end=21000101",FALSE
"860",860,"ITI
iTicoin","ITI","$979,088","$30.60","32,000
*","$819","0.89%","-6.07%","37.62%","https://coinmarketcap.com/currencies/iticoin/historical-data/?start=20000101&end=21000101",FALSE
"861",861,"FLIK
FLiK","FLIK","$957,397","$0.015924","60,123,682
*","$7,644","0.66%","-34.06%","-43.59%","https://coinmarketcap.com/currencies/flik/historical-data/?start=20000101&end=21000101",FALSE
"862",862,"MAC
Machinecoin","MAC","$948,939","$0.044310","21,416,050","$1,429","0.67%","-5.05%","-16.38%","https://coinmarketcap.com/currencies/machinecoin/historical-data/?start=20000101&end=21000101",FALSE
"863",863,"ECASH
Ethereum Cash","ECASH","$917,625","$0.065080","14,100,000
*","$2,844","0.66%","28.35%","10.91%","https://coinmarketcap.com/currencies/ethereumcash/historical-data/?start=20000101&end=21000101",FALSE
"864",864,"BTA
Bata","BTA","$914,896","$0.182360","5,016,979","$2,252","-0.13%","-13.89%","-19.77%","https://coinmarketcap.com/currencies/bata/historical-data/?start=20000101&end=21000101",FALSE
"865",865,"START
Startcoin","START","$910,905","$0.020206","45,079,785","$1,286","0.67%","-5.11%","7.24%","https://coinmarketcap.com/currencies/startcoin/historical-data/?start=20000101&end=21000101",FALSE
"866",866,"HPC
Happycoin","HPC","$903,155","$0.063145","14,302,967","$44,636","0.66%","-1.08%","11.14%","https://coinmarketcap.com/currencies/happycoin/historical-data/?start=20000101&end=21000101",FALSE
"867",867,"PIGGY
Piggycoin","PIGGY","$890,801","$0.001819","489,750,010","$1,034","0.66%","-1.65%","-0.08%","https://coinmarketcap.com/currencies/piggycoin/historical-data/?start=20000101&end=21000101",FALSE
"868",868,"FST
Fastcoin","FST","$884,618","$0.005638","156,913,424","$1,542","0.66%","-23.90%","14.58%","https://coinmarketcap.com/currencies/fastcoin/historical-data/?start=20000101&end=21000101",FALSE
"869",869,"INSN
InsaneCoin","INSN","$867,538","$0.044726","19,396,935","$1,964","0.59%","-5.09%","-1.35%","https://coinmarketcap.com/currencies/insanecoin-insn/historical-data/?start=20000101&end=21000101",FALSE
"870",870,"BTCS
Bitcoin Scrypt","BTCS","$864,351","$0.050343","17,169,275","$1,989","3.13%","5.61%","37.36%","https://coinmarketcap.com/currencies/bitcoin-scrypt/historical-data/?start=20000101&end=21000101",FALSE
"871",871,"SUR
Suretly","SUR","$863,470","$3.90","221,489
*","$4,953","1.10%","4.48%","15.69%","https://coinmarketcap.com/currencies/suretly/historical-data/?start=20000101&end=21000101",FALSE
"872",872,"JET
Jetcoin","JET","$858,886","$0.125868","6,823,701
*","$1,279","0.67%","-8.96%","29.79%","https://coinmarketcap.com/currencies/jetcoin/historical-data/?start=20000101&end=21000101",FALSE
"873",873,"NET
NetCoin","NET","$856,362","$0.001088","787,126,712","$1,647","0.67%","-0.36%","-8.44%","https://coinmarketcap.com/currencies/netcoin/historical-data/?start=20000101&end=21000101",FALSE
"874",874,"DRPU
DRP Utility","DRPU","$847,957","$0.240189","3,530,373
*","$1,071","0.78%","-7.83%","-10.12%","https://coinmarketcap.com/currencies/drp-utility/historical-data/?start=20000101&end=21000101",FALSE
"875",875,"REC
Regalcoin","REC","$844,468","$0.065979","12,799,009","$710","2.50%","7.90%","-20.57%","https://coinmarketcap.com/currencies/regalcoin/historical-data/?start=20000101&end=21000101",FALSE
"876",876,"IFLT
InflationCoin","IFLT","$842,345","$0.000019","44,760,114,948
*","$11,891","39.59%","21.30%","-5.68%","https://coinmarketcap.com/currencies/inflationcoin/historical-data/?start=20000101&end=21000101",FALSE
"877",877,"ATS
Authorship","ATS","$828,076","$0.008628","95,970,428
*","$10,997","0.70%","-8.75%","-12.61%","https://coinmarketcap.com/currencies/authorship/historical-data/?start=20000101&end=21000101",FALSE
"878",878,"EL
Elcoin","EL","$817,543","$0.072937","11,208,967
*","$16,355","0.43%","73.55%","133.78%","https://coinmarketcap.com/currencies/elcoin-el/historical-data/?start=20000101&end=21000101",FALSE
"879",879,"GUESS
Peerguess","GUESS","$815,926","$0.059047","13,818,334
*","$55,143","4.05%","14.38%","39.47%","https://coinmarketcap.com/currencies/guess/historical-data/?start=20000101&end=21000101",FALSE
"880",880,"MNE
Minereum","MNE","$812,798","$0.290750","2,795,522
*","$9,803","0.66%","-8.04%","16.01%","https://coinmarketcap.com/currencies/minereum/historical-data/?start=20000101&end=21000101",FALSE
"881",881,"Q2C
QubitCoin","Q2C","$811,740","$0.003264","248,704,048","$1,535","0.66%","1.75%","29.97%","https://coinmarketcap.com/currencies/qubitcoin/historical-data/?start=20000101&end=21000101",FALSE
"882",882,"IETH
iEthereum","IETH","$810,808","$0.045090","17,982,000
*","$2,252","0.56%","-10.62%","-5.81%","https://coinmarketcap.com/currencies/iethereum/historical-data/?start=20000101&end=21000101",FALSE
"883",883,"MCRN
MACRON","MCRN","$803,814","$0.002002","401,421,401
*","$789","0.07%","176.86%","-6.47%","https://coinmarketcap.com/currencies/macron/historical-data/?start=20000101&end=21000101",FALSE
"884",884,"ACC
Accelerator N...","ACC","$778,048","$2.18","357,480
*","$748","0.95%","6.92%","-34.28%","https://coinmarketcap.com/currencies/accelerator-network/historical-data/?start=20000101&end=21000101",FALSE
"885",885,"VOT
VoteCoin","VOT","$775,036","$0.027595","28,086,500","$553","0.66%","28.90%","-49.45%","https://coinmarketcap.com/currencies/votecoin/historical-data/?start=20000101&end=21000101",FALSE
"886",886,"UNIFY
Unify","UNIFY","$765,397","$0.042853","17,860,831
*","$775","-0.17%","-5.01%","-21.70%","https://coinmarketcap.com/currencies/unify/historical-data/?start=20000101&end=21000101",FALSE
"887",887,"RBT
Rimbit","RBT","$764,931","$0.003871","197,581,050
*","$1,849","0.67%","-5.97%","28.66%","https://coinmarketcap.com/currencies/rimbit/historical-data/?start=20000101&end=21000101",FALSE
"888",888,"QBIC
Qbic","QBIC","$755,126","$0.479432","1,575,043","$5,972","0.64%","1.90%","-20.58%","https://coinmarketcap.com/currencies/qbic/historical-data/?start=20000101&end=21000101",FALSE
"889",889,"CCRB
CryptoCarbon","CCRB","$721,798","$0.202632","3,562,111
*","$44,246","0.27%","36.75%","7.12%","https://coinmarketcap.com/currencies/cryptocarbon/historical-data/?start=20000101&end=21000101",FALSE
"890",890,"ARCO
AquariusCoin","ARCO","$719,233","$0.417936","1,720,916
*","$7,331","0.66%","5.03%","16.24%","https://coinmarketcap.com/currencies/aquariuscoin/historical-data/?start=20000101&end=21000101",FALSE
"891",891,"PXC
Phoenixcoin","PXC","$712,680","$0.010781","66,106,988","$3,587","2.00%","-1.78%","1.56%","https://coinmarketcap.com/currencies/phoenixcoin/historical-data/?start=20000101&end=21000101",FALSE
"892",892,"LANA
LanaCoin","LANA","$710,595","$0.000791","898,072,984","$6,171","8.32%","1.71%","7.15%","https://coinmarketcap.com/currencies/lanacoin/historical-data/?start=20000101&end=21000101",FALSE
"893",893,"EBET
EthBet","EBET","$700,002","$0.082318","8,503,600
*","$24,953","1.02%","4.45%","0.72%","https://coinmarketcap.com/currencies/ethbet/historical-data/?start=20000101&end=21000101",FALSE
"894",894,"XCPO
Copico","XCPO","$699,287","$0.044409","15,746,668
*","$4,641","0.66%","30.88%","23.33%","https://coinmarketcap.com/currencies/copico/historical-data/?start=20000101&end=21000101",FALSE
"895",895,"ARCT
ArbitrageCT","ARCT","$673,594","$0.007852","85,782,612
*","$6,210","-0.45%","0.67%","-4.17%","https://coinmarketcap.com/currencies/arbitragect/historical-data/?start=20000101&end=21000101",FALSE
"896",896,"ACC
AdCoin","ACC","$648,822","$0.105433","6,153,880","$3,199","0.66%","-2.83%","-25.59%","https://coinmarketcap.com/currencies/adcoin/historical-data/?start=20000101&end=21000101",FALSE
"897",897,"BCF
Bitcoin Fast","BCF","$636,057","$0.057959","10,974,326","$3,849","2.24%","8.63%","92.19%","https://coinmarketcap.com/currencies/bitcoinfast/historical-data/?start=20000101&end=21000101",FALSE
"898",898,"CRC
CrowdCoin","CRC","$624,290","$0.449356","1,389,300","$6,697","-1.97%","-10.33%","-39.99%","https://coinmarketcap.com/currencies/crowdcoin/historical-data/?start=20000101&end=21000101",FALSE
"899",899,"TTC
TittieCoin","TTC","$623,015","$0.000495","1,259,816,434","$1,009","0.67%","1.72%","-4.40%","https://coinmarketcap.com/currencies/tittiecoin/historical-data/?start=20000101&end=21000101",FALSE
"900",900,"TROLL
Trollcoin","TROLL","$621,028","$0.001083","573,215,860","$670","-3.77%","5.34%","-7.10%","https://coinmarketcap.com/currencies/trollcoin/historical-data/?start=20000101&end=21000101",FALSE
"901",901,"WHL
WhaleCoin","WHL","$617,959","$0.068542","9,015,840","$85,281","0.23%","-8.32%","-6.34%","https://coinmarketcap.com/currencies/whalecoin/historical-data/?start=20000101&end=21000101",FALSE
"902",902,"OPC
OP Coin","OPC","$607,060","$0.004252","142,772,093
*","$200,284","-2.71%","-15.65%","44.00%","https://coinmarketcap.com/currencies/op-coin/historical-data/?start=20000101&end=21000101",FALSE
"903",903,"SGR
Sugar Exchange","SGR","$603,306","$0.172373","3,500,000
*","$23,560","0.71%","16.38%","8.86%","https://coinmarketcap.com/currencies/sugar-exchange/historical-data/?start=20000101&end=21000101",FALSE
"904",904,"RLT
RouletteToken","RLT","$603,287","$0.059044","10,217,576
*","$8,318","0.66%","7.61%","24.47%","https://coinmarketcap.com/currencies/roulettetoken/historical-data/?start=20000101&end=21000101",FALSE
"905",905,"BTCRED
Bitcoin Red","BTCRED","$593,034","$0.028858","20,550,001
*","$2,638","0.55%","30.27%","33.33%","https://coinmarketcap.com/currencies/bitcoin-red/historical-data/?start=20000101&end=21000101",FALSE
