"X","Date","Open","High","Low","Close","Volume","Market.Cap","coin","Delta","Months","Year","Day","Month_Year","market_direction","earlier_price_1"
1610,"2013-12-23",613.06,680.91,611.04,673.41,745927538.534422,7455670000,"BTC",0.0984406094020162,"12","2013","23","2013-12","Up",-0.0100838836337676
1611,"2013-12-22",601.78,666.74,585.64,617.18,745927538.534422,7315940000,"BTC",0.0255907474492339,"12","2013","22","2013-12","Up",0.0984406094020162
1612,"2013-12-21",619.9,654.27,579.17,605.66,745927538.534422,7533740000,"BTC",-0.0229714470075819,"12","2013","21","2013-12","Down",0.0255907474492339
1613,"2013-12-20",694.22,729.16,595.33,625.32,745927538.534422,8433870000,"BTC",-0.0992480769784794,"12","2013","20","2013-12","Down",-0.0229714470075819
1614,"2013-12-19",519.06,707.23,502.89,691.96,745927538.534422,6302970000,"BTC",0.333102146187339,"12","2013","19","2013-12","Up",-0.0992480769784794
1615,"2013-12-18",678.2,679.32,420.51,522.7,745927538.534422,8232040000,"BTC",-0.229283397227956,"12","2013","18","2013-12","Down",0.333102146187339
1616,"2013-12-17",706.37,754.83,630.88,682.12,745927538.534422,8570390000,"BTC",-0.0343304500474256,"12","2013","17","2013-12","Down",-0.229283397227956
1617,"2013-12-16",880.33,882.25,668.25,705.97,745927538.534422,10676600000,"BTC",-0.198062090352481,"12","2013","16","2013-12","Down",-0.0343304500474256
1618,"2013-12-15",875.29,886.16,825,876.12,745927538.534422,10611600000,"BTC",0.000948257149059216,"12","2013","15","2013-12","Up",-0.198062090352481
1619,"2013-12-14",899.85,904.65,858.36,872.6,745927538.534422,10904900000,"BTC",-0.0302828249152637,"12","2013","14","2013-12","Down",0.000948257149059216
1620,"2013-12-13",874.98,941.79,860.05,892.58,745927538.534422,10599700000,"BTC",0.0201147454798967,"12","2013","13","2013-12","Up",-0.0302828249152637
1621,"2013-12-12",882.78,901.94,844.95,873.26,745927538.534422,10690600000,"BTC",-0.0107841138222433,"12","2013","12","2013-12","Down",0.0201147454798967
1622,"2013-12-11",989.07,1001.58,834.23,878.48,745927538.534422,11973700000,"BTC",-0.111812106322101,"12","2013","11","2013-12","Down",-0.0107841138222433
1623,"2013-12-10",892.32,997.23,892.32,988.51,745927538.534422,10798200000,"BTC",0.107797651066882,"12","2013","10","2013-12","Up",-0.111812106322101
1624,"2013-12-09",793.8,921.93,780.9,893.19,745927538.534422,9602480000,"BTC",0.125207860922147,"12","2013","09","2013-12","Up",0.107797651066882
1625,"2013-12-08",697.31,802.51,670.88,795.87,745927538.534422,8431860000,"BTC",0.141343161578064,"12","2013","08","2013-12","Up",0.125207860922147
1626,"2013-12-07",835.32,854.64,640.22,698.23,745927538.534422,10096600000,"BTC",-0.164116745678303,"12","2013","07","2013-12","Down",0.141343161578064
1627,"2013-12-06",1042.38,1042.38,829.45,829.45,745927538.534422,12593900000,"BTC",-0.204272913908555,"12","2013","06","2013-12","Down",-0.164116745678303
1628,"2013-12-05",1152.73,1154.36,897.11,1045.11,745927538.534422,13922300000,"BTC",-0.0933609778525762,"12","2013","05","2013-12","Down",-0.204272913908555
1629,"2013-12-04",1077.58,1156.12,1070.16,1151.17,745927538.534422,1.301e+10,"BTC",0.0682919133614211,"12","2013","04","2013-12","Up",-0.0933609778525762
1630,"2013-12-03",1046.4,1096,1011.21,1078.28,745927538.534422,12628300000,"BTC",0.030466360856269,"12","2013","03","2013-12","Up",0.0682919133614211
1631,"2013-12-02",951.42,1055.42,938.41,1043.33,745927538.534422,11478300000,"BTC",0.0966029723991507,"12","2013","02","2013-12","Up",0.030466360856269
1632,"2013-12-01",1128.92,1133.08,801.82,955.85,745927538.534422,13614300000,"BTC",-0.15330581440669,"12","2013","01","2013-12","Down",0.0966029723991507
1633,"2013-11-30",1129.37,1156.14,1106.61,1129.43,745927538.534422,13614700000,"BTC",5.31269645910311e-05,"11","2013","30","2013-11","Up",-0.15330581440669
1634,"2013-11-29",1042.01,1146.97,1000.64,1131.97,745927538.534422,12557100000,"BTC",0.0863331445955413,"11","2013","29","2013-11","Up",5.31269645910311e-05
1635,"2013-11-28",1003.38,1077.56,962.17,1031.95,745927538.534422,1.2087e+10,"BTC",0.0284737586956089,"11","2013","28","2013-11","Up",0.0863331445955413
1636,"2013-11-27",923.85,1001.96,891.68,1001.96,745927538.534422,11124900000,"BTC",0.0845483574173297,"11","2013","27","2013-11","Up",0.0284737586956089
1637,"2013-11-26",805.73,928.54,800.8,928.1,745927538.534422,9699360000,"BTC",0.151874697479304,"11","2013","26","2013-11","Up",0.0845483574173297
1638,"2013-11-25",773.02,810.68,754.43,799.11,745927538.534422,9302270000,"BTC",0.0337507438358646,"11","2013","25","2013-11","Up",0.151874697479304
1639,"2013-11-24",795.63,807.36,722.87,774.25,745927538.534422,9570990000,"BTC",-0.0268717871372372,"11","2013","24","2013-11","Down",0.0337507438358646
1640,"2013-11-23",771.7,844.97,771.7,797.82,745927538.534422,9279850000,"BTC",0.0338473500064792,"11","2013","23","2013-11","Up",-0.0268717871372372
1641,"2013-11-22",724.07,780.85,668.13,771.44,745927538.534422,8703970000,"BTC",0.0654218514784482,"11","2013","22","2013-11","Up",0.0338473500064792
1642,"2013-11-21",594.32,733.4,577.29,722.43,745927538.534422,7142030000,"BTC",0.215557275541795,"11","2013","21","2013-11","Up",0.0654218514784482
1643,"2013-11-20",577.98,599.65,448.45,590.83,745927538.534422,6943300000,"BTC",0.0222326032042632,"11","2013","20","2013-11","Up",0.215557275541795
1644,"2013-11-19",712.76,806.11,456.39,584.61,745927538.534422,8559550000,"BTC",-0.179794040069589,"11","2013","19","2013-11","Down",0.0222326032042632
1645,"2013-11-18",496.58,703.78,494.94,703.56,745927538.534422,5961500000,"BTC",0.41681098715212,"11","2013","18","2013-11","Up",-0.179794040069589
1646,"2013-11-17",440.96,500.58,440.24,492.11,745927538.534422,5291730000,"BTC",0.115996915820029,"11","2013","17","2013-11","Up",0.41681098715212
1647,"2013-11-16",417.28,450.26,415.57,440.22,745927538.534422,5005530000,"BTC",0.0549750766871167,"11","2013","16","2013-11","Up",0.115996915820029
1648,"2013-11-15",419.41,437.89,396.11,417.95,745927538.534422,5029340000,"BTC",-0.00348108056555646,"11","2013","15","2013-11","Down",0.0549750766871167
1649,"2013-11-14",406.41,425.9,395.19,420.2,745927538.534422,4871600000,"BTC",0.0339312516916414,"11","2013","14","2013-11","Up",-0.00348108056555646
1650,"2013-11-13",360.97,414.05,359.8,407.37,745927538.534422,4325400000,"BTC",0.128542538161066,"11","2013","13","2013-11","Up",0.0339312516916414
1651,"2013-11-12",343.06,362.81,342.8,360.33,745927538.534422,4109060000,"BTC",0.0503410482131405,"11","2013","12","2013-11","Up",0.128542538161066
1652,"2013-11-11",325.41,351.27,311.78,342.44,745927538.534422,3896130000,"BTC",0.0523339786730585,"11","2013","11","2013-11","Up",0.0503410482131405
1653,"2013-11-10",348.82,350.7,277.24,326.62,745927538.534422,4174930000,"BTC",-0.0636431397282266,"11","2013","10","2013-11","Down",0.0523339786730585
1654,"2013-11-09",338.58,370.82,319.71,339.11,745927538.534422,4051120000,"BTC",0.00156536121448411,"11","2013","09","2013-11","Up",-0.0636431397282266
1655,"2013-11-08",297.85,338.66,296.93,338.11,745927538.534422,3562790000,"BTC",0.135168709081753,"11","2013","08","2013-11","Up",0.00156536121448411
1656,"2013-11-07",261.68,304.17,261.55,296.41,745927538.534422,3129190000,"BTC",0.132719351880159,"11","2013","07","2013-11","Up",0.135168709081753
1657,"2013-11-06",244.78,263,244.78,262.5,745927538.534422,2926100000,"BTC",0.0723915352561484,"11","2013","06","2013-11","Up",0.132719351880159
1658,"2013-11-05",229.21,250.66,226.22,245.24,745927538.534422,2738980000,"BTC",0.0699358666724837,"11","2013","05","2013-11","Up",0.0723915352561484
1659,"2013-11-04",214.66,231.01,213.94,229.1,745927538.534422,2564070000,"BTC",0.0672691698499953,"11","2013","04","2013-11","Up",0.0699358666724837
1660,"2013-11-03",205.99,215.05,203.99,215.05,745927538.534422,2459520000,"BTC",0.0439827176076509,"11","2013","03","2013-11","Up",0.0672691698499953
1661,"2013-11-02",205.81,207.76,201.65,206.22,745927538.534422,2456330000,"BTC",0.00199212866235847,"11","2013","02","2013-11","Up",0.0439827176076509
1662,"2013-11-01",203.9,206.65,202.13,206.18,745927538.534422,2432470000,"BTC",0.0111819519372241,"11","2013","01","2013-11","Up",0.00199212866235847
1663,"2013-10-31",199.83,205.18,198.85,204,745927538.534422,2382870000,"BTC",0.0208677375769403,"10","2013","31","2013-10","Up",0.0111819519372241
1664,"2013-10-30",204.39,209.16,199.97,199.97,745927538.534422,2436240000,"BTC",-0.0216253241352316,"10","2013","30","2013-10","Down",0.0208677375769403
1665,"2013-10-29",198.55,204.79,198.55,204.39,745927538.534422,2365840000,"BTC",0.0294132460337445,"10","2013","29","2013-10","Up",-0.0216253241352316
1666,"2013-10-28",196.21,198.62,192.06,198.55,745927538.534422,2337100000,"BTC",0.0119259976555731,"10","2013","28","2013-10","Up",0.0294132460337445
1667,"2013-10-27",176.6,196.44,176.6,196.44,745927538.534422,2102730000,"BTC",0.112344280860702,"10","2013","27","2013-10","Up",0.0119259976555731
1668,"2013-10-26",187.45,188.41,175.75,177.32,745927538.534422,2231070000,"BTC",-0.0540410776206988,"10","2013","26","2013-10","Down",0.112344280860702
1669,"2013-10-25",197.69,198.87,168.5,186.69,745927538.534422,2351780000,"BTC",-0.0556426728716678,"10","2013","25","2013-10","Down",-0.0540410776206988
1670,"2013-10-24",214.3,217.42,168.52,198.23,745927538.534422,2548230000,"BTC",-0.0749883341110594,"10","2013","24","2013-10","Down",-0.0556426728716678
1671,"2013-10-23",193.36,213.62,192.38,213.62,745927538.534422,2298160000,"BTC",0.104778651220521,"10","2013","23","2013-10","Up",-0.0749883341110594
1672,"2013-10-22",182.65,196.27,182.65,193.76,745927538.534422,2169750000,"BTC",0.0608267177662195,"10","2013","22","2013-10","Up",0.104778651220521
1673,"2013-10-21",174.8,184.82,174.8,182.21,745927538.534422,2075580000,"BTC",0.0423913043478261,"10","2013","21","2013-10","Up",0.0608267177662195
1674,"2013-10-20",171.66,174.91,168.95,174.61,745927538.534422,2037440000,"BTC",0.0171851334032391,"10","2013","20","2013-10","Up",0.0423913043478261
1675,"2013-10-19",155.91,177.48,155.7,172.42,745927538.534422,1849630000,"BTC",0.105894426271567,"10","2013","19","2013-10","Up",0.0171851334032391
1676,"2013-10-18",146.37,155.96,145.57,155.96,745927538.534422,1735750000,"BTC",0.0655188904830225,"10","2013","18","2013-10","Up",0.105894426271567
1677,"2013-10-17",142.41,147.42,142.41,146.25,745927538.534422,1688200000,"BTC",0.0269643985675164,"10","2013","17","2013-10","Up",0.0655188904830225
1678,"2013-10-16",145.65,152.23,142.43,142.55,745927538.534422,1725840000,"BTC",-0.0212838997596979,"10","2013","16","2013-10","Down",0.0269643985675164
1679,"2013-10-15",140.77,145.39,139.13,145.24,745927538.534422,1667100000,"BTC",0.0317539248419407,"10","2013","15","2013-10","Up",-0.0212838997596979
1680,"2013-10-14",139.27,144.12,138.9,140.52,745927538.534422,1648470000,"BTC",0.00897537158038343,"10","2013","14","2013-10","Up",0.0317539248419407
1681,"2013-10-13",135.19,138.66,134.55,138.13,745927538.534422,1599430000,"BTC",0.0217471706487166,"10","2013","13","2013-10","Up",0.00897537158038343
1682,"2013-10-12",130.9,135.66,130.56,135.19,745927538.534422,1547970000,"BTC",0.0327731092436974,"10","2013","12","2013-10","Up",0.0217471706487166
1683,"2013-10-11",130.75,131.81,129.64,130.9,745927538.534422,1545600000,"BTC",0.00114722753346085,"10","2013","11","2013-10","Up",0.0327731092436974
1684,"2013-10-10",130.67,131.5,129.26,130.59,745927538.534422,1544020000,"BTC",-0.000612229279865188,"10","2013","10","2013-10","Down",0.00114722753346085
1685,"2013-10-09",125.85,131.75,125.58,130.69,745927538.534422,1486510000,"BTC",0.0384584823202225,"10","2013","09","2013-10","Up",-0.000612229279865188
1686,"2013-10-08",126.74,127.47,124.71,126,745927538.534422,1496500000,"BTC",-0.00583872494871386,"10","2013","08","2013-10","Down",0.0384584823202225
1687,"2013-10-07",129.43,130.27,126.36,126.94,745927538.534422,1527760000,"BTC",-0.0192381982538825,"10","2013","07","2013-10","Down",-0.00583872494871386
1688,"2013-10-06",128.36,129.66,126.15,129,745927538.534422,1514540000,"BTC",0.00498597693985655,"10","2013","06","2013-10","Up",-0.0192381982538825
1689,"2013-10-05",128.63,130.44,128.03,128.55,745927538.534422,1517020000,"BTC",-0.000621938894503491,"10","2013","05","2013-10","Down",0.00498597693985655
1690,"2013-10-04",123.41,130.09,123.41,129.01,745927538.534422,1454900000,"BTC",0.045377197958026,"10","2013","04","2013-10","Up",-0.000621938894503491
1691,"2013-10-03",114.45,123.63,111.82,123.63,745927538.534422,1348700000,"BTC",0.0802096985583223,"10","2013","03","2013-10","Up",0.045377197958026
1692,"2013-10-02",132.05,133.59,102.25,114.13,745927538.534422,1555470000,"BTC",-0.135706171904582,"10","2013","02","2013-10","Down",0.0802096985583223
1693,"2013-10-01",132.68,134.63,131.55,132.18,745927538.534422,1562270000,"BTC",-0.0037684654808562,"10","2013","01","2013-10","Down",-0.135706171904582
1694,"2013-09-30",137.15,138.35,130.27,133,745927538.534422,1614350000,"BTC",-0.030258840685381,"09","2013","30","2013-09","Down",-0.0037684654808562
1695,"2013-09-29",134.9,140.61,134.71,137.34,745927538.534422,1587290000,"BTC",0.0180874722016308,"09","2013","29","2013-09","Up",-0.030258840685381
1696,"2013-09-28",133.77,135.63,132.56,134.78,745927538.534422,1573400000,"BTC",0.00755027285639524,"09","2013","28","2013-09","Up",0.0180874722016308
1697,"2013-09-27",128.94,134.74,128.49,133.78,745927538.534422,1516020000,"BTC",0.0375368388397705,"09","2013","27","2013-09","Up",0.00755027285639524
1698,"2013-09-26",128.21,134.93,127.32,128.38,745927538.534422,1506920000,"BTC",0.00132594961391457,"09","2013","26","2013-09","Up",0.0375368388397705
1699,"2013-09-25",127.38,129.69,127.33,128.22,745927538.534422,1496510000,"BTC",0.00659444182760248,"09","2013","25","2013-09","Up",0.00132594961391457
1700,"2013-09-24",126.05,127.46,125.39,127.25,745927538.534422,1480210000,"BTC",0.00952003173343913,"09","2013","24","2013-09","Up",0.00659444182760248
1701,"2013-09-23",128.98,132.72,125.66,125.95,745927538.534422,1513940000,"BTC",-0.0234920142657775,"09","2013","23","2013-09","Down",0.00952003173343913
1702,"2013-09-22",127.87,133.94,126.59,129.12,745927538.534422,1500260000,"BTC",0.00977555329631657,"09","2013","22","2013-09","Up",-0.0234920142657775
1703,"2013-09-21",126.95,128.61,126.24,127.43,745927538.534422,1488870000,"BTC",0.00378101614808983,"09","2013","21","2013-09","Up",0.00977555329631657
1704,"2013-09-20",129.7,135.62,126.68,127.04,745927538.534422,1520470000,"BTC",-0.0205088666152659,"09","2013","20","2013-09","Down",0.00378101614808983
1705,"2013-09-19",131.37,131.77,128.45,129.65,745927538.534422,1539430000,"BTC",-0.013092791352668,"09","2013","19","2013-09","Down",-0.0205088666152659
1706,"2013-09-18",131.71,133.2,130.54,131.47,745927538.534422,1542870000,"BTC",-0.00182218510363685,"09","2013","18","2013-09","Down",-0.013092791352668
1707,"2013-09-17",131.59,132.76,124.89,131.66,745927538.534422,1540880000,"BTC",0.000531955315753425,"09","2013","17","2013-09","Up",-0.00182218510363685
1708,"2013-09-16",130.86,132.72,129.77,131.72,745927538.534422,1531820000,"BTC",0.00657190891028569,"09","2013","16","2013-09","Up",0.000531955315753425
1709,"2013-09-15",129.4,131.44,128.26,130.37,745927538.534422,1514140000,"BTC",0.00749613601236475,"09","2013","15","2013-09","Up",0.00657190891028569
1710,"2013-09-14",135.01,135.85,128.87,129.22,745927538.534422,1579050000,"BTC",-0.0428857121694689,"09","2013","14","2013-09","Down",0.00749613601236475
1711,"2013-09-13",132.83,137.58,132.27,134.98,745927538.534422,1552880000,"BTC",0.0161861025370773,"09","2013","13","2013-09","Up",-0.0428857121694689
1712,"2013-09-12",135.55,136.08,131.81,133.13,745927538.534422,1583960000,"BTC",-0.0178531907045372,"09","2013","12","2013-09","Down",0.0161861025370773
1713,"2013-09-11",125.89,137.83,123.27,135.25,745927538.534422,1470450000,"BTC",0.074350623560251,"09","2013","11","2013-09","Up",-0.0178531907045372
1714,"2013-09-10",127.27,129.74,125.9,125.91,745927538.534422,1485960000,"BTC",-0.0106859432702129,"09","2013","10","2013-09","Down",0.074350623560251
1715,"2013-09-09",121.86,129.06,119.75,127.11,745927538.534422,1422180000,"BTC",0.0430822255046775,"09","2013","09","2013-09","Up",-0.0106859432702129
1716,"2013-09-08",124.13,124.72,120.49,121.66,745927538.534422,1448180000,"BTC",-0.0198984935148634,"09","2013","08","2013-09","Down",0.0430822255046775
1717,"2013-09-07",118.89,125.94,118.46,124.15,745927538.534422,1386610000,"BTC",0.044242577172176,"09","2013","07","2013-09","Up",-0.0198984935148634
1718,"2013-09-06",126.49,127.34,119.15,119.15,745927538.534422,1474670000,"BTC",-0.0580283026326191,"09","2013","06","2013-09","Down",0.044242577172176
1719,"2013-09-05",126.76,131.44,121.83,126.43,745927538.534422,1477250000,"BTC",-0.00260334490375511,"09","2013","05","2013-09","Down",-0.0580283026326191
1720,"2013-09-04",136.53,144.5,123.61,126.74,745927538.534422,1590550000,"BTC",-0.0717058521936571,"09","2013","04","2013-09","Down",-0.00260334490375511
1721,"2013-09-03",135.61,138.34,133,136.77,745927538.534422,1579180000,"BTC",0.00855394144974557,"09","2013","03","2013-09","Up",-0.0717058521936571
1722,"2013-09-02",138.63,146.5,134.89,135.85,745927538.534422,1613600000,"BTC",-0.0200533794993869,"09","2013","02","2013-09","Down",0.00855394144974557
1723,"2013-09-01",135.14,145.81,134.81,138.34,745927538.534422,1572230000,"BTC",0.0236791475506883,"09","2013","01","2013-09","Up",-0.0200533794993869
1724,"2013-08-31",133.09,140.89,132.72,135.35,745927538.534422,1547640000,"BTC",0.0169809903073108,"08","2013","31","2013-08","Up",0.0236791475506883
1725,"2013-08-30",122.35,135.75,120.99,133.49,745927538.534422,1422120000,"BTC",0.0910502656313855,"08","2013","30","2013-08","Up",0.0169809903073108
1726,"2013-08-29",122.62,123.7,122.21,122.39,745927538.534422,1424680000,"BTC",-0.00187571358669062,"08","2013","29","2013-08","Down",0.0910502656313855
1727,"2013-08-28",126.48,127.32,122.62,122.62,745927538.534422,1468960000,"BTC",-0.0305186590765338,"08","2013","28","2013-08","Down",-0.00187571358669062
1728,"2013-08-27",120.07,127.24,120.07,126.5,745927538.534422,1394010000,"BTC",0.0535520946114767,"08","2013","27","2013-08","Up",-0.0305186590765338
1729,"2013-08-26",122.11,122.75,119.93,120.06,745927538.534422,1417200000,"BTC",-0.0167881418393252,"08","2013","26","2013-08","Down",0.0535520946114767
1730,"2013-08-25",119.6,122.99,119.17,122.11,745927538.534422,1387640000,"BTC",0.0209866220735786,"08","2013","25","2013-08","Up",-0.0167881418393252
1731,"2013-08-24",118.51,121.39,118.02,120.05,745927538.534422,1374420000,"BTC",0.0129946839929119,"08","2013","24","2013-08","Up",0.0209866220735786
1732,"2013-08-23",122,122,118.44,118.5,745927538.534422,1414290000,"BTC",-0.0286885245901639,"08","2013","23","2013-08","Down",0.0129946839929119
1733,"2013-08-22",123.3,123.5,120.6,121.15,745927538.534422,1428700000,"BTC",-0.0174371451743714,"08","2013","22","2013-08","Down",-0.0286885245901639
1734,"2013-08-21",121.21,124.91,119.68,123.3,745927538.534422,1403890000,"BTC",0.0172428017490306,"08","2013","21","2013-08","Up",-0.0174371451743714
1735,"2013-08-20",119,123.01,117.51,121.2,745927538.534422,1377730000,"BTC",0.0184873949579832,"08","2013","20","2013-08","Up",0.0172428017490306
1736,"2013-08-19",113.38,123.06,111.77,119,745927538.534422,1312160000,"BTC",0.0495678250132299,"08","2013","19","2013-08","Up",0.0184873949579832
1737,"2013-08-18",112.75,114.69,112,113.5,745927538.534422,1304320000,"BTC",0.00665188470066519,"08","2013","18","2013-08","Up",0.0495678250132299
1738,"2013-08-17",108.99,113.75,108.22,113.5,745927538.534422,1260350000,"BTC",0.0413799431140472,"08","2013","17","2013-08","Up",0.00665188470066519
1739,"2013-08-16",110,112.3,108.52,108.99,745927538.534422,1271470000,"BTC",-0.00918181818181823,"08","2013","16","2013-08","Down",0.0413799431140472
1740,"2013-08-15",112.56,113.25,109,109.99,745927538.534422,1300660000,"BTC",-0.0228322672352524,"08","2013","15","2013-08","Down",-0.00918181818181823
1741,"2013-08-14",109.56,115,108,112.56,745927538.534422,1265450000,"BTC",0.0273822562979189,"08","2013","14","2013-08","Up",-0.0228322672352524
1742,"2013-08-13",106.99,109.35,104.65,109,745927538.534422,1235340000,"BTC",0.018786802504907,"08","2013","13","2013-08","Up",0.0273822562979189
1743,"2013-08-12",105,108,103.5,106.64,745927538.534422,1211790000,"BTC",0.0156190476190476,"08","2013","12","2013-08","Up",0.018786802504907
1744,"2013-08-11",103,105.19,102.75,105,745927538.534422,1188150000,"BTC",0.0194174757281553,"08","2013","11","2013-08","Up",0.0156190476190476
1745,"2013-08-10",102.8,103.9,102.41,103,745927538.534422,1185310000,"BTC",0.00194552529182882,"08","2013","10","2013-08","Up",0.0194174757281553
1746,"2013-08-09",103.07,105.75,101.94,102.8,745927538.534422,1187920000,"BTC",-0.00261957892694282,"08","2013","09","2013-08","Down",0.00194552529182882
1747,"2013-08-08",106.75,106.75,101.26,103,745927538.534422,1229100000,"BTC",-0.0351288056206089,"08","2013","08","2013-08","Down",-0.00261957892694282
1748,"2013-08-07",106.75,106.75,106.75,106.75,745927538.534422,1229100000,"BTC",0,"08","2013","07","2013-08","Up",-0.0351288056206089
1749,"2013-08-06",106.72,107.38,105.56,106.75,745927538.534422,1228440000,"BTC",0.000281109445277372,"08","2013","06","2013-08","Up",0
1750,"2013-08-05",105.12,107.77,105,106.22,745927538.534422,1209520000,"BTC",0.0104642313546423,"08","2013","05","2013-08","Up",0.000281109445277372
1751,"2013-08-04",104.95,105.95,103.52,105.14,745927538.534422,1207100000,"BTC",0.00181038589804667,"08","2013","04","2013-08","Up",0.0104642313546423
1752,"2013-08-03",104.5,105.78,102,104,745927538.534422,1201490000,"BTC",-0.00478468899521531,"08","2013","03","2013-08","Down",0.00181038589804667
1753,"2013-08-02",104.86,108,101.21,104.5,745927538.534422,1205070000,"BTC",-0.00343314896051878,"08","2013","02","2013-08","Down",-0.00478468899521531
1754,"2013-08-01",106.21,108,103.01,104,745927538.534422,1220190000,"BTC",-0.0208078335373316,"08","2013","01","2013-08","Down",-0.00343314896051878
1755,"2013-07-31",107.95,111.34,103.88,106.09,745927538.534422,1239630000,"BTC",-0.0172301991662807,"07","2013","31","2013-07","Down",-0.0208078335373316
1756,"2013-07-30",101.49,107.99,100.47,107.99,745927538.534422,1164940000,"BTC",0.0640457187900286,"07","2013","30","2013-07","Up",-0.0172301991662807
1757,"2013-07-29",98.6,102.5,98.45,101.2,745927538.534422,1131340000,"BTC",0.0263691683569981,"07","2013","29","2013-07","Up",0.0640457187900286
1758,"2013-07-28",94.4,100.58,94,99.76,745927538.534422,1082750000,"BTC",0.0567796610169491,"07","2013","28","2013-07","Up",0.0263691683569981
1759,"2013-07-27",96.02,97,93,94.12,745927538.534422,1100900000,"BTC",-0.0197875442616121,"07","2013","27","2013-07","Down",0.0567796610169491
1760,"2013-07-26",96.95,97.47,96,96.02,745927538.534422,1111160000,"BTC",-0.00959257349149053,"07","2013","26","2013-07","Down",-0.0197875442616121
1761,"2013-07-25",94.5,97.33,93.87,96.9,745927538.534422,1082800000,"BTC",0.0253968253968255,"07","2013","25","2013-07","Up",-0.00959257349149053
1762,"2013-07-24",95.56,95.99,93,94.51,745927538.534422,1094490000,"BTC",-0.0109878610297195,"07","2013","24","2013-07","Down",0.0253968253968255
1763,"2013-07-23",91.6,96.82,91.6,95.56,745927538.534422,1048820000,"BTC",0.043231441048035,"07","2013","23","2013-07","Up",-0.0109878610297195
1764,"2013-07-22",92,92,90.08,91.61,745927538.534422,1.053e+09,"BTC",-0.00423913043478262,"07","2013","22","2013-07","Down",0.043231441048035
1765,"2013-07-21",89.82,91.95,88,90.76,745927538.534422,1027640000,"BTC",0.0104653751948342,"07","2013","21","2013-07","Up",-0.00423913043478262
1766,"2013-07-20",92,93.1,89.27,89.39,745927538.534422,1052140000,"BTC",-0.0283695652173913,"07","2013","20","2013-07","Down",0.0104653751948342
1767,"2013-07-19",90.07,95.2,87.8,92.17,745927538.534422,1029670000,"BTC",0.0233151992894416,"07","2013","19","2013-07","Up",-0.0283695652173913
1768,"2013-07-18",98.5,98.8,86.2,90.58,745927538.534422,1125660000,"BTC",-0.0804060913705584,"07","2013","18","2013-07","Down",0.0233151992894416
1769,"2013-07-17",96.71,99.97,96.18,98.5,745927538.534422,1104760000,"BTC",0.0185089442663634,"07","2013","17","2013-07","Up",-0.0804060913705584
1770,"2013-07-16",98.89,99.86,96.14,97.45,745927538.534422,1129260000,"BTC",-0.0145616341389422,"07","2013","16","2013-07","Down",0.0185089442663634
1771,"2013-07-15",93.61,101.9,93.11,98.4,745927538.534422,1068520000,"BTC",0.0511697468219208,"07","2013","15","2013-07","Up",-0.0145616341389422
1772,"2013-07-14",98.7,98.7,92.86,94.69,745927538.534422,1126260000,"BTC",-0.0406281661600811,"07","2013","14","2013-07","Down",0.0511697468219208
1773,"2013-07-13",93.99,98.25,88.06,98.13,745927538.534422,1072140000,"BTC",0.044047239067986,"07","2013","13","2013-07","Up",-0.0406281661600811
1774,"2013-07-12",88.98,104,88.17,93.59,745927538.534422,1014640000,"BTC",0.051809395369746,"07","2013","12","2013-07","Up",0.044047239067986
1775,"2013-07-11",88,90.28,85.08,88.98,745927538.534422,1003090000,"BTC",0.0111363636363637,"07","2013","11","2013-07","Up",0.051809395369746
1776,"2013-07-10",76.72,87,76.2,86.76,745927538.534422,874138000,"BTC",0.130865484880084,"07","2013","10","2013-07","Up",0.0111363636363637
1777,"2013-07-09",76,78.3,72.52,76.69,745927538.534422,865585000,"BTC",0.00907894736842102,"07","2013","09","2013-07","Up",0.130865484880084
1778,"2013-07-08",76.5,80,72.6,76.52,745927538.534422,870912000,"BTC",0.00026143790849668,"07","2013","08","2013-07","Up",0.00907894736842102
1779,"2013-07-07",68.75,74.56,66.62,74.56,745927538.534422,782352000,"BTC",0.0845090909090909,"07","2013","07","2013-07","Up",0.00026143790849668
1780,"2013-07-06",68.5,75,66.82,70.28,745927538.534422,779255000,"BTC",0.025985401459854,"07","2013","06","2013-07","Up",0.0845090909090909
1781,"2013-07-05",79.99,80,65.53,68.43,745927538.534422,909526000,"BTC",-0.144518064758095,"07","2013","05","2013-07","Down",0.025985401459854
1782,"2013-07-04",78.89,83.11,72,80.53,745927538.534422,896693000,"BTC",0.0207884395994423,"07","2013","04","2013-07","Up",-0.144518064758095
1783,"2013-07-03",90.41,90.98,76.98,77.53,745927538.534422,1027160000,"BTC",-0.142462117022453,"07","2013","03","2013-07","Down",0.0207884395994423
1784,"2013-07-02",88.05,92.3,87.51,90.13,745927538.534422,1000070000,"BTC",0.0236229415105054,"07","2013","02","2013-07","Up",-0.142462117022453
1785,"2013-07-01",97.51,97.66,86.3,88.05,745927538.534422,1107130000,"BTC",-0.09701569069839,"07","2013","01","2013-07","Down",0.0236229415105054
1786,"2013-06-30",95,98.12,94.22,96.61,745927538.534422,1078260000,"BTC",0.0169473684210526,"06","2013","30","2013-06","Up",-0.09701569069839
1787,"2013-06-29",94.66,99.99,93,94.99,745927538.534422,1074010000,"BTC",0.00348616099725331,"06","2013","29","2013-06","Up",0.0169473684210526
